Genres,Type,Source,Studios,Rating,Episodes
"action, adventure, comedy, fantasy",movie,manga,toei animation,pg-13 - teens 13 or older,1.0
comedy,tv,manga,unknown,g - all ages,78.0
unknown,tv,manga,ajia-do,pg-13 - teens 13 or older,13.0
comedy,tv,manga,dle,pg-13 - teens 13 or older,3.0
action,special,original,sunrise,pg-13 - teens 13 or older,1.0
comedy,movie,manga,toei animation,g - all ages,1.0
drama,movie,unknown,toei animation,pg-13 - teens 13 or older,1.0
unknown,ova,manga,manglobe,pg-13 - teens 13 or older,1.0
"comedy, supernatural",tv,original,passione,pg-13 - teens 13 or older,13.0
"drama, romance",tv,visual novel,8bit,r+ - mild nudity,13.0
comedy,tv,web manga,"feel., assez finaud fabric",pg-13 - teens 13 or older,12.0
"comedy, slice of life",tv,unknown,unknown,g - all ages,39.0
"comedy, slice of life",ova,4-koma manga,shaft,pg-13 - teens 13 or older,2.0
"drama, romance",tv,manga,gonzo,r+ - mild nudity,12.0
"adventure, fantasy, romance",special,novel,arms,pg-13 - teens 13 or older,1.0
hentai,ova,manga,peak hunt,rx - hentai,3.0
hentai,ova,visual novel,office takeout,rx - hentai,2.0
"comedy, slice of life",special,manga,"studio deen, dax production",g - all ages,4.0
"comedy, slice of life",special,manga,"studio deen, dax production",g - all ages,4.0
"comedy, romance, supernatural, ecchi",tv,manga,project no.9,pg-13 - teens 13 or older,12.0
comedy,special,unknown,shin-ei animation,pg-13 - teens 13 or older,1.0
sci-fi,special,original,gainax,pg-13 - teens 13 or older,1.0
sci-fi,special,original,kyoto animation,g - all ages,1.0
fantasy,special,original,kyoto animation,g - all ages,1.0
supernatural,special,light novel,kyoto animation,g - all ages,1.0
fantasy,special,original,kyoto animation,g - all ages,1.0
sports,special,original,kyoto animation,g - all ages,1.0
sports,tv,manga,gainax,pg-13 - teens 13 or older,13.0
"comedy, erotica",ova,manga,j.c.staff,r+ - mild nudity,1.0
"comedy, hentai",ova,unknown,j.c.staff,rx - hentai,1.0
romance,tv,visual novel,"hoods entertainment, felix film",pg-13 - teens 13 or older,12.0
"comedy, supernatural",tv,light novel,gonzo,pg-13 - teens 13 or older,12.0
"slice of life, hentai",ova,unknown,unknown,rx - hentai,1.0
comedy,special,manga,ashi productions,pg-13 - teens 13 or older,1.0
"action, comedy",ona,original,trigger,r - 17+ (violence & profanity),12.0
comedy,tv,4-koma manga,hotline,pg-13 - teens 13 or older,12.0
"comedy, fantasy, slice of life",ova,manga,tatsunoko production,pg-13 - teens 13 or older,1.0
hentai,ova,visual novel,poro,rx - hentai,2.0
"comedy, romance",ona,light novel,trigger,pg-13 - teens 13 or older,1.0
"action, adventure, comedy, fantasy",tv,game,olm,pg - children,20.0
"comedy, romance",ova,light novel,feel.,pg-13 - teens 13 or older,2.0
comedy,special,original,kyoto animation,pg-13 - teens 13 or older,6.0
"action, sci-fi",ona,original,nomad,pg-13 - teens 13 or older,1.0
slice of life,music,original,unknown,g - all ages,1.0
"comedy, drama, sports",tv,unknown,daewon media,pg-13 - teens 13 or older,13.0
"comedy, romance",tv,light novel,j.c.staff,pg-13 - teens 13 or older,24.0
unknown,special,original,mappa,g - all ages,1.0
fantasy,music,music,8bit,g - all ages,1.0
unknown,ova,unknown,unknown,r+ - mild nudity,3.0
"award winning, comedy, drama, fantasy, slice of life",tv,novel,p.a. works,pg-13 - teens 13 or older,13.0
unknown,music,unknown,unknown,g - all ages,1.0
action,tv,game,olm,g - all ages,37.0
"action, sci-fi",tv,original,gainax,pg-13 - teens 13 or older,12.0
comedy,ova,manga,kaeruotoko shokai,g - all ages,3.0
"action, drama, sci-fi",movie,original,seven arcs pictures,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
slice of life,ova,unknown,unknown,g - all ages,1.0
"drama, sci-fi",movie,unknown,unknown,g - all ages,1.0
sci-fi,movie,unknown,unknown,g - all ages,1.0
sci-fi,movie,unknown,unknown,g - all ages,1.0
"action, sci-fi",movie,unknown,unknown,g - all ages,1.0
"adventure, fantasy",tv,unknown,toei animation,pg - children,51.0
unknown,ova,unknown,unknown,g - all ages,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
fantasy,ova,unknown,grouper productions,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
"comedy, fantasy, ecchi",ova,game,unknown,r+ - mild nudity,1.0
"comedy, ecchi",ova,game,unknown,r+ - mild nudity,1.0
"action, drama, romance, sci-fi, ecchi",tv,manga,a.c.g.t.,r+ - mild nudity,12.0
comedy,special,unknown,dle,pg-13 - teens 13 or older,1.0
sports,tv,manga,gallop,g - all ages,26.0
unknown,tv,unknown,unknown,r - 17+ (violence & profanity),32.0
fantasy,ova,unknown,unknown,g - all ages,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
"romance, ecchi",ova,manga,hoods entertainment,r+ - mild nudity,1.0
"action, comedy, drama",tv,manga,studio deen,pg-13 - teens 13 or older,13.0
"drama, romance",special,visual novel,aic build,pg-13 - teens 13 or older,1.0
comedy,ona,original,"moogoo, studio ranmaru",g - all ages,1.0
"drama, romance",special,unknown,aic build,pg-13 - teens 13 or older,1.0
"action, fantasy, mystery",tv,manga,studio deen,pg-13 - teens 13 or older,13.0
sports,movie,manga,unknown,pg-13 - teens 13 or older,1.0
sports,movie,manga,toei animation,pg-13 - teens 13 or older,1.0
romance,ova,unknown,unknown,pg-13 - teens 13 or older,1.0
fantasy,ova,book,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,g - all ages,1.0
"comedy, romance, ecchi",tv,light novel,silver link.,pg-13 - teens 13 or older,12.0
sports,tv,game,olm,g - all ages,43.0
"comedy, slice of life",tv,4-koma manga,seven,pg-13 - teens 13 or older,12.0
comedy,movie,manga,dle,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",tv,manga,a-1 pictures,pg-13 - teens 13 or older,25.0
"comedy, slice of life",tv,4-koma manga,a-1 pictures,pg-13 - teens 13 or older,13.0
comedy,tv,manga,mappa,pg-13 - teens 13 or older,12.0
comedy,tv,original,unknown,g - all ages,15.0
unknown,tv,unknown,unknown,g - all ages,26.0
comedy,tv,manga,shin-ei animation,g - all ages,21.0
comedy,special,manga,hotline,pg-13 - teens 13 or older,1.0
hentai,ova,visual novel,studio eromatick,rx - hentai,2.0
"action, fantasy",tv,light novel,kyoto animation,pg-13 - teens 13 or older,12.0
comedy,tv,other,unknown,pg-13 - teens 13 or older,50.0
sports,ova,manga,tms entertainment,pg-13 - teens 13 or older,1.0
sports,tv,manga,tms entertainment,pg-13 - teens 13 or older,38.0
unknown,tv,picture book,graphinica,pg - children,12.0
"comedy, drama, romance, supernatural",tv,visual novel,j.c.staff,pg-13 - teens 13 or older,13.0
"comedy, hentai",ova,unknown,unknown,r+ - mild nudity,1.0
"comedy, hentai",ova,unknown,unknown,r+ - mild nudity,1.0
"comedy, slice of life",tv,other,unknown,g - all ages,12.0
action,tv,other,production reed,pg - children,6.0
"action, sci-fi",tv,original,tatsunoko production,pg-13 - teens 13 or older,12.0
ecchi,special,other,arms,r+ - mild nudity,4.0
comedy,tv,unknown,dle,pg-13 - teens 13 or older,38.0
"drama, romance",tv,visual novel,satelight,pg-13 - teens 13 or older,13.0
"action, comedy, sci-fi, ecchi",tv,light novel,8bit,pg-13 - teens 13 or older,12.0
"action, adventure, sci-fi",movie,unknown,unknown,g - all ages,1.0
"action, sci-fi",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, adventure",movie,unknown,unknown,pg - children,1.0
"action, adventure",ova,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, fantasy, supernatural, ecchi",tv,light novel,"silver link., connect",r+ - mild nudity,24.0
"action, adventure, sci-fi",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, sci-fi",tv,original,sunrise,r - 17+ (violence & profanity),12.0
"action, sci-fi",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, adventure, sci-fi",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, sci-fi",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, adventure, sci-fi",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, adventure",movie,unknown,unknown,pg - children,1.0
"action, adventure, fantasy",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",movie,unknown,unknown,pg - children,1.0
"action, adventure, sci-fi",movie,unknown,unknown,pg - children,1.0
drama,movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, drama, sci-fi",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, adventure, drama, fantasy",movie,unknown,unknown,pg-13 - teens 13 or older,1.0
drama,special,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, supernatural",movie,unknown,unknown,pg - children,1.0
sports,movie,unknown,unknown,g - all ages,1.0
"action, adventure, fantasy",movie,unknown,unknown,g - all ages,1.0
"action, adventure, fantasy",movie,unknown,unknown,g - all ages,1.0
"comedy, sports",movie,book,tokyo movie shinsha,pg-13 - teens 13 or older,1.0
"comedy, sports",movie,book,magic bus,pg-13 - teens 13 or older,1.0
unknown,special,original,actas,pg-13 - teens 13 or older,6.0
slice of life,ona,original,the answer studio,g - all ages,2.0
"comedy, fantasy",movie,unknown,unknown,pg - children,1.0
"comedy, fantasy",movie,unknown,tms entertainment,pg - children,1.0
comedy,tv,unknown,kate arrow,g - all ages,227.0
comedy,special,4-koma manga,stingray,g - all ages,1.0
"comedy, sports",movie,4-koma manga,tokyo movie shinsha,pg-13 - teens 13 or older,1.0
comedy,ona,manga,unknown,pg-13 - teens 13 or older,6.0
comedy,tv,4-koma manga,dle,pg-13 - teens 13 or older,37.0
"action, adventure, fantasy",ova,manga,"satelight, a-1 pictures",pg-13 - teens 13 or older,1.0
"action, drama",ova,manga,wit studio,r - 17+ (violence & profanity),3.0
"slice of life, supernatural",tv,manga,diomedéa,pg-13 - teens 13 or older,12.0
sci-fi,ona,unknown,studio puyukai,pg-13 - teens 13 or older,13.0
comedy,special,original,charaction,pg-13 - teens 13 or older,1.0
comedy,special,original,unknown,g - all ages,3.0
"action, comedy, mystery",movie,unknown,tms entertainment,g - all ages,1.0
"action, comedy, fantasy",ova,manga,brain's base,pg-13 - teens 13 or older,1.0
sports,ova,unknown,toei animation,pg-13 - teens 13 or older,1.0
"action, fantasy",tv,unknown,unknown,pg - children,26.0
sci-fi,ona,game,sunrise,pg-13 - teens 13 or older,1.0
drama,ova,unknown,j.c.staff,r+ - mild nudity,2.0
hentai,ova,manga,studio 1st,rx - hentai,1.0
"comedy, drama",movie,other,unknown,g - all ages,1.0
sci-fi,music,music,unknown,r+ - mild nudity,1.0
comedy,tv,manga,production i.g,r - 17+ (violence & profanity),13.0
"comedy, slice of life",tv,unknown,tyo animations,g - all ages,26.0
sports,ova,unknown,toei animation,pg-13 - teens 13 or older,1.0
"romance, hentai",ova,unknown,unknown,rx - hentai,1.0
"sci-fi, hentai",ova,unknown,unknown,rx - hentai,1.0
"sci-fi, hentai",ova,unknown,unknown,rx - hentai,1.0
"adventure, comedy",movie,unknown,unknown,g - all ages,1.0
"adventure, comedy",movie,unknown,unknown,g - all ages,1.0
"comedy, slice of life",tv,web manga,nomad,pg-13 - teens 13 or older,12.0
"action, comedy, supernatural",tv,manga,tatsunoko production,pg-13 - teens 13 or older,13.0
"action, comedy, supernatural",ova,manga,tatsunoko production,pg-13 - teens 13 or older,3.0
sports,tv,original,"kyoto animation, animation do",pg-13 - teens 13 or older,12.0
"action, adventure, comedy",ova,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, comedy, fantasy",tv,web manga,"ordet, lidenfilms",pg-13 - teens 13 or older,13.0
hentai,ova,visual novel,suzuki mirano,rx - hentai,2.0
"comedy, ecchi",ova,4-koma manga,unknown,r+ - mild nudity,2.0
"adventure, drama",movie,manga,unknown,g - all ages,1.0
comedy,special,unknown,production i.g,pg-13 - teens 13 or older,5.0
"action, drama",ova,manga,j.c.staff,pg-13 - teens 13 or older,2.0
fantasy,music,music,unknown,g - all ages,1.0
unknown,ova,manga,unknown,r - 17+ (violence & profanity),2.0
unknown,ova,manga,unknown,r - 17+ (violence & profanity),3.0
slice of life,tv,unknown,unknown,pg - children,26.0
slice of life,ova,unknown,unknown,pg - children,1.0
slice of life,ona,unknown,unknown,pg - children,52.0
action,ova,unknown,unknown,r+ - mild nudity,2.0
unknown,ova,unknown,unknown,g - all ages,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
fantasy,movie,unknown,tms entertainment,pg - children,1.0
comedy,special,manga,j.c.staff,g - all ages,1.0
"adventure, comedy",ova,unknown,toei animation,pg-13 - teens 13 or older,1.0
"action, award winning",movie,original,actas,pg-13 - teens 13 or older,1.0
sports,ova,original,actas,pg-13 - teens 13 or older,1.0
sci-fi,special,unknown,unknown,r - 17+ (violence & profanity),1.0
"drama, slice of life",ova,unknown,toei animation,pg-13 - teens 13 or older,1.0
"comedy, drama",ova,unknown,unknown,r+ - mild nudity,2.0
"comedy, slice of life",tv,unknown,toei animation,pg-13 - teens 13 or older,26.0
"action, sci-fi",movie,unknown,unknown,g - all ages,1.0
comedy,special,original,xebec,pg-13 - teens 13 or older,6.0
unknown,music,visual novel,studio d-volt,pg-13 - teens 13 or older,1.0
"supernatural, hentai",ova,visual novel,poro,rx - hentai,2.0
"romance, hentai",ova,visual novel,seven,rx - hentai,2.0
"comedy, fantasy, romance",ova,manga,tms entertainment,pg-13 - teens 13 or older,2.0
comedy,special,unknown,unknown,g - all ages,1.0
"comedy, romance",tv,light novel,kyoto animation,pg-13 - teens 13 or older,12.0
"comedy, fantasy, romance, ecchi",tv,light novel,asread.,r+ - mild nudity,12.0
"action, comedy, ecchi",tv,original,trigger,pg-13 - teens 13 or older,24.0
"action, comedy, romance",ova,unknown,knack productions,pg-13 - teens 13 or older,2.0
sports,tv,manga,"production i.g, madhouse",pg-13 - teens 13 or older,75.0
hentai,ova,manga,studio eromatick,rx - hentai,6.0
hentai,ova,visual novel,rabbit gate,rx - hentai,2.0
hentai,ova,visual novel,studio 1st,rx - hentai,2.0
sci-fi,ova,original,unknown,pg-13 - teens 13 or older,1.0
"comedy, sci-fi",ova,light novel,xebec,pg-13 - teens 13 or older,1.0
"action, supernatural",special,manga,unknown,pg-13 - teens 13 or older,1.0
"boys love, romance",special,visual novel,tokyo kids,pg-13 - teens 13 or older,1.0
"adventure, drama, supernatural",ova,unknown,toei animation,g - all ages,1.0
unknown,ova,original,gainax,pg-13 - teens 13 or older,1.0
comedy,ova,manga,madhouse,pg-13 - teens 13 or older,1.0
drama,ova,unknown,unknown,g - all ages,1.0
"comedy, romance",ova,light novel,brain's base,pg-13 - teens 13 or older,1.0
"comedy, sci-fi",movie,manga,gathering,g - all ages,12.0
sports,movie,manga,eiken,g - all ages,1.0
"action, fantasy",tv,game,"hoods entertainment, teamkg",r - 17+ (violence & profanity),12.0
action,tv,manga,studio deen,r - 17+ (violence & profanity),25.0
comedy,ona,original,unknown,g - all ages,84.0
"comedy, slice of life",special,4-koma manga,gathering,pg-13 - teens 13 or older,6.0
sci-fi,special,original,sunrise,pg-13 - teens 13 or older,1.0
"action, supernatural",music,music,unknown,pg-13 - teens 13 or older,1.0
"action, comedy, sci-fi",special,original,pierrot,pg-13 - teens 13 or older,1.0
comedy,movie,unknown,unknown,g - all ages,1.0
"fantasy, mystery",tv,original,unknown,g - all ages,56.0
"adventure, fantasy",ova,unknown,toei animation,pg - children,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
unknown,special,unknown,unknown,g - all ages,1.0
fantasy,movie,unknown,unknown,g - all ages,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
"avant garde, horror",music,unknown,unknown,pg-13 - teens 13 or older,1.0
"action, supernatural",ova,visual novel,studio deen,pg-13 - teens 13 or older,2.0
"romance, sci-fi",ona,original,studio 4°c,g - all ages,1.0
comedy,tv,manga,shin-ei animation,g - all ages,52.0
"drama, slice of life, supernatural",special,manga,brain's base,pg-13 - teens 13 or older,1.0
"comedy, fantasy",ova,manga,silver link.,pg-13 - teens 13 or older,1.0
"comedy, romance",ona,light novel,a-1 pictures,pg-13 - teens 13 or older,3.0
supernatural,special,original,sunrise,pg-13 - teens 13 or older,1.0
"action, sci-fi",tv,manga,sanzigen,pg-13 - teens 13 or older,12.0
"comedy, romance",tv,manga,shaft,pg-13 - teens 13 or older,20.0
"comedy, slice of life",movie,unknown,unknown,g - all ages,1.0
"action, supernatural",ona,original,gonzo,pg-13 - teens 13 or older,12.0
"adventure, comedy, fantasy",tv,original,"studio kikan, pierrot plus",g - all ages,101.0
"adventure, comedy, fantasy",tv,original,pierrot plus,g - all ages,99.0
"adventure, comedy, fantasy",tv,other,the answer studio,g - all ages,2.0
"adventure, comedy, fantasy",movie,unknown,the answer studio,g - all ages,1.0
slice of life,ona,unknown,studio 4°c,g - all ages,1.0
hentai,ova,manga,office takeout,rx - hentai,1.0
"comedy, sci-fi",ova,unknown,unknown,pg-13 - teens 13 or older,1.0
sports,tv,unknown,shirogumi,pg - children,26.0
"action, sci-fi",special,unknown,production i.g,pg-13 - teens 13 or older,1.0
"comedy, fantasy",ova,game,unknown,g - all ages,1.0
"comedy, romance",movie,light novel,kyoto animation,pg-13 - teens 13 or older,1.0
drama,tv,original,"tatsunoko production, ordet",pg-13 - teens 13 or older,12.0
comedy,special,4-koma manga,kinema citrus,pg-13 - teens 13 or older,6.0
sports,movie,unknown,e&g films,pg - children,1.0
hentai,ova,visual novel,rabbit gate,rx - hentai,2.0
unknown,movie,unknown,unknown,pg-13 - teens 13 or older,1.0
sci-fi,ova,unknown,unknown,g - all ages,1.0
sports,ova,manga,studio deen,pg-13 - teens 13 or older,2.0
unknown,tv,card game,"xebec, olm",pg - children,64.0
slice of life,ova,unknown,unknown,g - all ages,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
fantasy,ova,unknown,unknown,pg - children,1.0
